,region,country,emissions,source,type,segment,reason,year,notes
773,Central and South America,Ecuador,15.96049976348877,IEA,Energy,Onshore oil,Fugitive,2022,
774,Central and South America,Ecuador,216.2350006103516,IEA,Energy,Onshore oil,Vented,2022,
775,Central and South America,Ecuador,4.809664726257324,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
776,Central and South America,Ecuador,277.0992736816406,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
780,Central and South America,Guyana,0.3479999899864197,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
781,Central and South America,Guyana,0.894802987575531,IEA,Energy,Offshore oil,Flared,2022,
782,Central and South America,Guyana,3.1610300540924072,IEA,Energy,Offshore oil,Fugitive,2022,
783,Central and South America,Guyana,42.82590103149414,IEA,Energy,Offshore oil,Vented,2022,
784,Central and South America,Guyana,0.3400000035762787,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
785,Central and South America,Guyana,47.569732666015625,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
789,Central and South America,Paraguay,15.16800022125244,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
790,Central and South America,Paraguay,1.1800909042358398,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
791,Central and South America,Paraguay,16.34809112548828,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
795,Central and South America,Peru,29.643999099731445,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
796,Central and South America,Peru,11.39739990234375,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
797,Central and South America,Peru,6.07712984085083,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
798,Central and South America,Peru,0.0343794003129005,IEA,Energy,Offshore gas,Fugitive,2022,
799,Central and South America,Peru,0.0745960995554924,IEA,Energy,Offshore gas,Vented,2022,
800,Central and South America,Peru,0.1935620009899139,IEA,Energy,Offshore oil,Flared,2022,
801,Central and South America,Peru,0.1047400012612342,IEA,Energy,Offshore oil,Fugitive,2022,
802,Central and South America,Peru,1.419029951095581,IEA,Energy,Offshore oil,Vented,2022,
803,Central and South America,Peru,13.90250015258789,IEA,Energy,Onshore gas,Fugitive,2022,
804,Central and South America,Peru,30.16550064086914,IEA,Energy,Onshore gas,Vented,2022,
805,Central and South America,Peru,2.5104000568389893,IEA,Energy,Onshore oil,Flared,2022,
806,Central and South America,Peru,1.9857100248336792,IEA,Energy,Onshore oil,Fugitive,2022,
807,Central and South America,Peru,26.902700424194336,IEA,Energy,Onshore oil,Vented,2022,
808,Central and South America,Peru,0.1480000019073486,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
809,Central and South America,Peru,7.150991439819336,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
810,Central and South America,Peru,131.71063232421875,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
814,Central and South America,Trinidad and Tobago,0.1319999992847442,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
815,Central and South America,Trinidad and Tobago,25.766700744628903,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
816,Central and South America,Trinidad and Tobago,13.738800048828123,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
817,Central and South America,Trinidad and Tobago,38.73130035400391,IEA,Energy,Offshore gas,Fugitive,2022,
818,Central and South America,Trinidad and Tobago,84.03890228271484,IEA,Energy,Offshore gas,Vented,2022,
819,Central and South America,Trinidad and Tobago,7.2756500244140625,IEA,Energy,Offshore oil,Flared,2022,
820,Central and South America,Trinidad and Tobago,1.146399974822998,IEA,Energy,Offshore oil,Fugitive,2022,
821,Central and South America,Trinidad and Tobago,15.53159999847412,IEA,Energy,Offshore oil,Vented,2022,
822,Central and South America,Trinidad and Tobago,1.4162399768829346,IEA,Energy,Onshore gas,Fugitive,2022,
823,Central and South America,Trinidad and Tobago,3.0729401111602783,IEA,Energy,Onshore gas,Vented,2022,
824,Central and South America,Trinidad and Tobago,4.033599853515625,IEA,Energy,Onshore oil,Flared,2022,
825,Central and South America,Trinidad and Tobago,0.9220860004425048,IEA,Energy,Onshore oil,Fugitive,2022,
826,Central and South America,Trinidad and Tobago,12.49250030517578,IEA,Energy,Onshore oil,Vented,2022,
827,Central and South America,Trinidad and Tobago,0.9212819933891296,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
828,Central and South America,Trinidad and Tobago,209.22000122070312,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
832,Central and South America,Uruguay,6.484000205993652,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
833,Central and South America,Uruguay,0.0730618014931678,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
834,Central and South America,Uruguay,0.0389566011726856,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
835,Central and South America,Uruguay,1.0034059286117554,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
836,Central and South America,Uruguay,7.599424362182617,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
840,Central and South America,Venezuela,1.712000012397766,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
841,Central and South America,Venezuela,89.91120147705078,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
842,Central and South America,Venezuela,47.94070053100586,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
843,Central and South America,Venezuela,15.086600303649902,IEA,Energy,Offshore gas,Fugitive,2022,
844,Central and South America,Venezuela,32.734901428222656,IEA,Energy,Offshore gas,Vented,2022,
845,Central and South America,Venezuela,69.818603515625,IEA,Energy,Offshore oil,Flared,2022,
846,Central and South America,Venezuela,7.645170211791992,IEA,Energy,Offshore oil,Fugitive,2022,
847,Central and South America,Venezuela,103.5780029296875,IEA,Energy,Offshore oil,Vented,2022,
848,Central and South America,Venezuela,43.007301330566406,IEA,Energy,Onshore gas,Fugitive,2022,
849,Central and South America,Venezuela,93.31690216064452,IEA,Energy,Onshore gas,Vented,2022,
850,Central and South America,Venezuela,516.6900024414062,IEA,Energy,Onshore oil,Flared,2022,
851,Central and South America,Venezuela,110.63700103759766,IEA,Energy,Onshore oil,Fugitive,2022,
852,Central and South America,Venezuela,1498.9200439453125,IEA,Energy,Onshore oil,Vented,2022,
853,Central and South America,Venezuela,0.0199999995529651,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
854,Central and South America,Venezuela,11.28501796722412,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
855,Central and South America,Venezuela,0.400187999010086,IEA,Energy,Steam coal,All,2022,
856,Central and South America,Venezuela,2642.70361328125,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
860,Europe,Denmark,18.73600006103516,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
861,Europe,Denmark,2.726219892501831,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
862,Europe,Denmark,1.4536199569702148,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
863,Europe,Denmark,0.9020119905471802,IEA,Energy,Offshore gas,Fugitive,2022,
864,Europe,Denmark,1.9571800231933596,IEA,Energy,Offshore gas,Vented,2022,
865,Europe,Denmark,1.06482994556427,IEA,Energy,Offshore oil,Flared,2022,
866,Europe,Denmark,0.7979829907417297,IEA,Energy,Offshore oil,Fugitive,2022,
867,Europe,Denmark,10.811200141906738,IEA,Energy,Offshore oil,Vented,2022,
868,Europe,Denmark,0.1560000032186508,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
869,Europe,Denmark,2.9107894897460938,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
870,Europe,Denmark,41.51583480834961,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
874,Europe,Estonia,7.492000102996826,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
875,Europe,Estonia,0.4573050141334533,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
876,Europe,Estonia,0.2438350021839141,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
877,Europe,Estonia,0.1895090043544769,IEA,Energy,Onshore oil,Fugitive,2022,
878,Europe,Estonia,2.567490100860596,IEA,Energy,Onshore oil,Vented,2022,
879,Europe,Estonia,0.0719999969005584,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
880,Europe,Estonia,0.6021052002906799,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
881,Europe,Estonia,11.624244689941406,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
885,Europe,European Union,718.3679809570312,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
886,Europe,European Union,304.9960021972656,IEA,Energy,Coking coal,All,2022,
887,Europe,European Union,458.7090148925781,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
888,Europe,European Union,244.58399963378903,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
889,Europe,European Union,9.014630317687988,IEA,Energy,Offshore gas,Fugitive,2022,
890,Europe,European Union,19.55990028381348,IEA,Energy,Offshore gas,Vented,2022,
891,Europe,European Union,1.691409945487976,IEA,Energy,Offshore oil,Flared,2022,
892,Europe,European Union,1.8436199426651,IEA,Energy,Offshore oil,Fugitive,2022,
893,Europe,European Union,24.977500915527344,IEA,Energy,Offshore oil,Vented,2022,
894,Europe,European Union,44.33060073852539,IEA,Energy,Onshore gas,Fugitive,2022,
895,Europe,European Union,96.18810272216795,IEA,Energy,Onshore gas,Vented,2022,
896,Europe,European Union,6.736599922180176,IEA,Energy,Onshore oil,Flared,2022,
897,Europe,European Union,6.779469966888428,IEA,Energy,Onshore oil,Fugitive,2022,
898,Europe,European Union,91.8489990234375,IEA,Energy,Onshore oil,Vented,2022,
899,Europe,European Union,180.86019897460935,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
900,Europe,European Union,201.7899475097656,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
901,Europe,European Union,3.900000095367432,IEA,Energy,Satellite-detected large oil and gas emissions,All,2022,
902,Europe,European Union,344.7919921875,IEA,Energy,Steam coal,All,2022,
903,Europe,European Union,2760.969970703125,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
907,Europe,France,101.49199676513672,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
908,Europe,France,40.82229995727539,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
909,Europe,France,21.76650047302246,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
910,Europe,France,0.0442343987524509,IEA,Energy,Onshore gas,Fugitive,2022,
911,Europe,France,0.0959794968366622,IEA,Energy,Onshore gas,Vented,2022,
912,Europe,France,0.0672037973999977,IEA,Energy,Onshore oil,Flared,2022,
913,Europe,France,0.2230300009250641,IEA,Energy,Onshore oil,Fugitive,2022,
914,Europe,France,3.021630048751831,IEA,Energy,Onshore oil,Vented,2022,
915,Europe,France,1.059999942779541,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
916,Europe,France,25.00359344482422,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
917,Europe,France,193.59646606445312,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
921,Europe,Germany,114.13600158691406,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
922,Europe,Germany,0.0868304967880249,IEA,Energy,Coking coal,All,2022,
923,Europe,Germany,84.2916030883789,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
924,Europe,Germany,44.94440078735352,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
925,Europe,Germany,0.0107698002830147,IEA,Energy,Offshore gas,Fugitive,2022,
926,Europe,Germany,0.0233682002872228,IEA,Energy,Offshore gas,Vented,2022,
927,Europe,Germany,0.3184660077095032,IEA,Energy,Offshore oil,Fugitive,2022,
928,Europe,Germany,4.314610004425049,IEA,Energy,Offshore oil,Vented,2022,
929,Europe,Germany,5.684599876403809,IEA,Energy,Onshore gas,Fugitive,2022,
930,Europe,Germany,12.334400177001951,IEA,Energy,Onshore gas,Vented,2022,
931,Europe,Germany,0.2516910135746002,IEA,Energy,Onshore oil,Fugitive,2022,
932,Europe,Germany,3.4099299907684326,IEA,Energy,Onshore oil,Vented,2022,
933,Europe,Germany,39.32740020751953,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
934,Europe,Germany,43.88136291503906,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
935,Europe,Germany,0.0782919004559516,IEA,Energy,Steam coal,All,2022,
936,Europe,Germany,353.0937194824219,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
940,Europe,Israel,0.2319999933242797,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
941,Europe,Israel,9.15740966796875,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
942,Europe,Israel,4.882740020751953,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
943,Europe,Israel,7.401080131530762,IEA,Energy,Offshore gas,Fugitive,2022,
944,Europe,Israel,16.058799743652344,IEA,Energy,Offshore gas,Vented,2022,
945,Europe,Israel,0.1599999964237213,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
946,Europe,Israel,5.316966533660889,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
947,Europe,Israel,43.2089958190918,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
951,Europe,Italy,85.55999755859375,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
952,Europe,Italy,92.07659912109376,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
953,Europe,Italy,49.09529876708984,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
954,Europe,Italy,1.5074299573898315,IEA,Energy,Offshore gas,Fugitive,2022,
955,Europe,Italy,3.2708098888397217,IEA,Energy,Offshore gas,Vented,2022,
956,Europe,Italy,0.1117599979043006,IEA,Energy,Offshore oil,Fugitive,2022,
957,Europe,Italy,1.514140009880066,IEA,Energy,Offshore oil,Vented,2022,
958,Europe,Italy,1.4753999710083008,IEA,Energy,Onshore gas,Fugitive,2022,
959,Europe,Italy,3.201319932937622,IEA,Energy,Onshore gas,Vented,2022,
960,Europe,Italy,1.1967600584030151,IEA,Energy,Onshore oil,Fugitive,2022,
961,Europe,Italy,16.213899612426758,IEA,Energy,Onshore oil,Vented,2022,
962,Europe,Italy,0.4440000057220459,IEA,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
963,Europe,Italy,30.119037628173828,IEA,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
964,Europe,Italy,285.7864685058594,IEA,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
968,Europe,Netherlands,14.428000450134276,IEA,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
969,Europe,Netherlands,1.893610000610352,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2022,
970,Europe,Netherlands,1.0096800327301023,IEA,Energy,Gas pipelines and LNG facilities,Vented,2022,
